condition,category,n,em,f1,malformed_count,malformed_rate,delta_em_vs_baseline,delta_f1_vs_baseline
tennis_from_tiser_e2_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_008,tournament_round_sequence,4,0.5,0.5,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_008,which_first_last,47,0.3617021276595745,0.5427805055464631,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_008,yes_no_before_after,78,0.8461538461538461,0.8461538461538461,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_015,duration_minutes,29,0.6551724137931034,0.67816091954023,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_015,immediate_before_after,39,0.3076923076923077,0.7350418302798268,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_015,other_temporal,3,0.3333333333333333,0.5370370370370371,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_015,overlap_while_during,23,1.0,1.0,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_015,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_015,tournament_round_sequence,4,0.75,0.8611111111111112,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_015,which_first_last,47,0.6595744680851063,0.8280017854485939,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_015,yes_no_before_after,78,0.9487179487179487,0.9487179487179487,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_016,duration_minutes,29,0.6551724137931034,0.67816091954023,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_016,immediate_before_after,39,0.20512820512820512,0.6893736096116062,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_016,other_temporal,3,0.3333333333333333,0.6333333333333333,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_016,overlap_while_during,23,0.9565217391304348,0.9565217391304348,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_016,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_016,tournament_round_sequence,4,0.75,0.75,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_016,which_first_last,47,0.6170212765957447,0.8189712179073881,0,0.0,,
tennis_from_tiser_e3_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_016,yes_no_before_after,78,0.9615384615384616,0.9615384615384616,0,0.0,,
tennis_from_tiser_e3_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_018,duration_minutes,29,0.6551724137931034,0.67816091954023,0,0.0,,
tennis_from_tiser_e3_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_018,immediate_before_after,39,0.28205128205128205,0.7152718566636995,0,0.0,,
tennis_from_tiser_e3_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_018,other_temporal,3,0.3333333333333333,0.6333333333333333,0,0.0,,
tennis_from_tiser_e3_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_018,overlap_while_during,23,1.0,1.0,0,0.0,,
tennis_from_tiser_e3_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_018,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e3_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_018,tournament_round_sequence,4,0.75,0.75,0,0.0,,
tennis_from_tiser_e3_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_018,which_first_last,47,0.6808510638297872,0.8474598687364644,0,0.0,,
tennis_from_tiser_e3_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_018,yes_no_before_after,78,0.9487179487179487,0.9487179487179487,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_013,duration_minutes,29,0.6551724137931034,0.67816091954023,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_013,immediate_before_after,39,0.20512820512820512,0.6783282447200875,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_013,other_temporal,3,0.3333333333333333,0.5370370370370371,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_013,overlap_while_during,23,0.9565217391304348,0.9565217391304348,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_013,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_013,tournament_round_sequence,4,0.75,0.75,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_013,which_first_last,47,0.6595744680851063,0.8440666898113706,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_013,yes_no_before_after,78,0.9615384615384616,0.9615384615384616,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_014,duration_minutes,29,0.5517241379310345,0.574712643678161,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_014,immediate_before_after,39,0.15384615384615385,0.6376800040718468,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_014,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_014,overlap_while_during,23,0.8695652173913043,0.8695652173913043,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_014,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_014,tournament_round_sequence,4,0.5,0.5,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_014,which_first_last,47,0.5106382978723404,0.693733571393146,0,0.0,,
tennis_from_tiser_e3_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_014,yes_no_before_after,78,0.8974358974358975,0.8974358974358975,0,0.0,,
tennis_from_tiser_qwen7b_20260616_093822,duration_minutes,29,0.4482758620689655,0.5005747126436781,0,0.0,,
tennis_from_tiser_qwen7b_20260616_093822,immediate_before_after,39,0.3333333333333333,0.7360085985542876,0,0.0,,
tennis_from_tiser_qwen7b_20260616_093822,other_temporal,3,0.0,0.3606060606060606,0,0.0,,
tennis_from_tiser_qwen7b_20260616_093822,overlap_while_during,23,1.0,1.0,0,0.0,,
tennis_from_tiser_qwen7b_20260616_093822,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_qwen7b_20260616_093822,tournament_round_sequence,4,0.75,0.75,0,0.0,,
tennis_from_tiser_qwen7b_20260616_093822,which_first_last,47,0.7021276595744681,0.8325059101654847,0,0.0,,
tennis_from_tiser_qwen7b_20260616_093822,yes_no_before_after,78,0.9487179487179487,0.9487179487179487,0,0.0,,
